fiscal_year,state_name,program_area,total_investment_dollars,number_investments,svi_investments
2013,Oregon,Business Programs,18719672,86,224884
2013,Oregon,Community Facilities,8999122,3,6353101
2013,Oregon,Multifamily Housing,17991119,166,8688123
2013,Oregon,Single Family Housing,501220016,3106,106257368
2013,Oregon,Telecommunications Programs,6715565,1,0
2013,Oregon,Water and Environmental,4373891,7,0
2013,Pennsylvania,Business Programs,32664072,59,20377880
2013,Pennsylvania,Community Facilities,111803038,49,2431600
2013,Pennsylvania,Electric Programs,19000000,2,0
2013,Pennsylvania,Multifamily Housing,20563400,181,1383120
2013,Pennsylvania,Single Family Housing,787560727,5984,18786166
2013,Pennsylvania,Water and Environmental,34361644,17,0
2013,Puerto Rico,Business Programs,1530806,11,1530806
2013,Puerto Rico,Community Facilities,12807052,15,12807052
2013,Puerto Rico,Multifamily Housing,15524460,56,15524460
2013,Puerto Rico,Single Family Housing,355964159,3156,355964159
2013,Puerto Rico,Water and Environmental,10275000,7,10275000
2013,Rhode Island,Business Programs,342057,8,81592
2013,Rhode Island,Community Facilities,494918,5,393568
2013,Rhode Island,Multifamily Housing,1554532,12,16996
2013,Rhode Island,Single Family Housing,48593119,259,221428
2013,Rhode Island,Water and Environmental,3530000,7,0
2013,South Carolina,Business Programs,18330367,31,9522380
2013,South Carolina,Community Facilities,83710736,41,16402160
2013,South Carolina,Electric Programs,36779000,3,0
2013,South Carolina,Multifamily Housing,24199542,310,14870015
2013,South Carolina,Single Family Housing,623012646,4800,86457966
2013,South Carolina,Telecommunications Programs,26808844,2,0
2013,South Carolina,Water and Environmental,43638798,18,21546069
2013,South Dakota,Business Programs,16646796,56,11772849
2013,South Dakota,Community Facilities,7162559,23,1171319
2013,South Dakota,Electric Programs,104450579,9,0
2013,South Dakota,Multifamily Housing,13333594,264,3681866
2013,South Dakota,Single Family Housing,200221663,1623,10870035
2013,South Dakota,Telecommunications Programs,18622378,1,0
2013,South Dakota,Water and Environmental,14338013,20,2603948
2013,Tennessee,Business Programs,25066625,88,3559935
2013,Tennessee,Community Facilities,37674617,39,9051079
2013,Tennessee,Electric Programs,20000000,1,0
2013,Tennessee,Multifamily Housing,23010765,259,9838093
2013,Tennessee,Single Family Housing,861197817,7335,87303619
2013,Tennessee,Water and Environmental,34540299,44,4168430
2013,Texas,Business Programs,31954147,77,13306468
2013,Texas,Community Facilities,5324443,19,3557500
2013,Texas,Electric Programs,444567665,7,0
2013,Texas,Multifamily Housing,42001065,611,26157522
2013,Texas,Single Family Housing,1172830314,8919,194313611
2013,Texas,Telecommunications Programs,5829998,1,0
2013,Texas,Water and Environmental,51125644,38,24893996
2013,Utah,Business Programs,21180428,21,665495
2013,Utah,Community Facilities,21805853,8,648000
2013,Utah,Multifamily Housing,6179734,54,1201320
2013,Utah,Single Family Housing,468993624,2726,17766933
2013,Utah,Water and Environmental,4372794,4,0
2013,Vermont,Business Programs,1846976,58,910208
2013,Vermont,Community Facilities,1569142,17,54639
2013,Vermont,Multifamily Housing,5528904,44,412416
2013,Vermont,Single Family Housing,118725500,792,1906125
2013,Vermont,Water and Environmental,14053114,8,0
2013,Virginia,Business Programs,19939978,62,6528069
2013,Virginia,Community Facilities,44888553,65,1518655
2013,Virginia,Electric Programs,528100000,3,0
2013,Virginia,Multifamily Housing,21035809,201,7049065
2013,Virginia,Single Family Housing,657782956,4207,54347918
2013,Virginia,Telecommunications Programs,2546393,1,0
2013,Virginia,Water and Environmental,31356401,20,6447000
2013,Washington,Business Programs,24133688,86,17764309
2013,Washington,Community Facilities,20221300,18,744800
2013,Washington,Multifamily Housing,21278818,396,8794035
2013,Washington,Single Family Housing,746922053,3997,82632016
2013,Washington,Water and Environmental,16805787,15,11975022
2013,West Virginia,Business Programs,15390857,21,900000
2013,West Virginia,Community Facilities,53391250,35,897380
2013,West Virginia,Multifamily Housing,13053707,156,2248560
2013,West Virginia,Single Family Housing,280292563,2294,20325934
2013,West Virginia,Water and Environmental,26434042,25,1445666
2013,Wisconsin,Business Programs,24824090,158,755606
2013,Wisconsin,Community Facilities,58642988,21,7233420
2013,Wisconsin,Electric Programs,125993000,4,0
2013,Wisconsin,Multifamily Housing,16648297,458,1264663
2013,Wisconsin,Single Family Housing,499772884,4220,12550942
2013,Wisconsin,Telecommunications Programs,18173559,4,0
2013,Wisconsin,Water and Environmental,50265441,25,31663864
2013,Wyoming,Business Programs,9273389,15,2202
2013,Wyoming,Community Facilities,49721,3,0
2013,Wyoming,Electric Programs,39316000,2,0
2013,Wyoming,Multifamily Housing,4807987,50,630372
2013,Wyoming,Single Family Housing,264080213,1492,24277644
2013,Wyoming,Water and Environmental,1560000,4,0
2014,Alabama,Business Programs,20012998,36,3952152
2014,Alabama,Community Facilities,953448,14,264500
2014,Alabama,Multifamily Housing,40739161,398,14381171
2014,Alabama,Single Family Housing,444539742,3899,49129957
2014,Alabama,Telecommunications Programs,797344,3,0
2014,Alabama,Water and Environmental,32020295,21,5367376
2014,Alaska,Business Programs,4426384,19,3418435
2014,Alaska,Community Facilities,257904,5,208404
2014,Alaska,Electric Programs,5148841,3,0
2014,Alaska,Multifamily Housing,6994332,37,2923200
2014,Alaska,Single Family Housing,78712966,420,24328398
2014,Alaska,Telecommunications Programs,1527742,6,0
2014,Alaska,Water and Environmental,23130000,23,22055412
2014,Arizona,Business Programs,25895605,27,7356000
2014,Arizona,Community Facilities,290604,2,290604
2014,Arizona,Multifamily Housing,17582536,114,12001218
2014,Arizona,Single Family Housing,389263471,2728,81670896
2014,Arizona,Telecommunications Programs,586266,3,0
2014,Arizona,Water and Environmental,7887139,8,185000
2014,Arkansas,Business Programs,20218432,28,8989072
2014,Arkansas,Community Facilities,1751342,52,510220
2014,Arkansas,Electric Programs,71511961,3,0
2014,Arkansas,Multifamily Housing,22585476,282,10845290
2014,Arkansas,Single Family Housing,399229430,3698,51204458
2014,Arkansas,Telecommunications Programs,19472479,2,0
2014,Arkansas,Water and Environmental,26296990,38,9324322
2014,California,Business Programs,35405632,114,25354708
2014,California,Community Facilities,12314346,35,4168514
2014,California,Electric Programs,8000000,1,0
2014,California,Multifamily Housing,124278913,442,95865667
2014,California,Single Family Housing,711693429,3886,316322684
2014,California,Telecommunications Programs,1328554,5,0
2014,California,Water and Environmental,25112843,48,15348418
2014,Colorado,Business Programs,17723689,42,937042
2014,Colorado,Community Facilities,10521535,19,3778490
2014,Colorado,Electric Programs,260346000,2,0
2014,Colorado,Multifamily Housing,15731589,122,5904000
2014,Colorado,Single Family Housing,327158899,1847,43936415
2014,Colorado,Telecommunications Programs,604639,3,0
2014,Colorado,Water and Environmental,2741904,13,0
2014,Connecticut,Business Programs,308825,18,82424
2014,Connecticut,Community Facilities,1407414,8,152492
2014,Connecticut,Multifamily Housing,8051248,62,353808
2014,Connecticut,Single Family Housing,139260376,786,8417692
2014,Connecticut,Water and Environmental,19821820,12,0
2014,Delaware,Business Programs,870826,10,41370
2014,Delaware,Community Facilities,18277283,9,152492
2014,Delaware,Multifamily Housing,8312876,51,3917832
2014,Delaware,Single Family Housing,128960238,692,17704397
2014,Delaware,Water and Environmental,11451562,11,1624000
2014,District of Columbia,Business Programs,1385000,5,0
2014,District of Columbia,Community Facilities,304984,2,0
2014,District of Columbia,Water and Environmental,7352700,4,0
2014,Florida,Business Programs,42821583,39,15275663
2014,Florida,Community Facilities,1805461,13,1555816
2014,Florida,Electric Programs,110000000,1,0
2014,Florida,Multifamily Housing,60641912,566,41950115
2014,Florida,Single Family Housing,682171649,5011,119837248
2014,Florida,Water and Environmental,15788620,16,4817181
2014,Georgia,Business Programs,14036912,64,6041090
2014,Georgia,Community Facilities,28568563,45,1824800
2014,Georgia,Electric Programs,419560000,11,0
2014,Georgia,Multifamily Housing,50438726,453,33784611
2014,Georgia,Single Family Housing,532026940,4585,80486347
2014,Georgia,Telecommunications Programs,16757131,2,0
2014,Georgia,Water and Environmental,21592519,18,10050288
2014,Hawaii,Business Programs,5211648,16,90341
2014,Hawaii,Community Facilities,1200597,3,1048200
2014,Hawaii,Electric Programs,611872,2,0
2014,Hawaii,Multifamily Housing,7056000,24,2970000
2014,Hawaii,Single Family Housing,231925175,734,26654741
2014,Hawaii,Telecommunications Programs,1034372,3,0
2014,Hawaii,Water and Environmental,1901880,2,0
2014,Idaho,Business Programs,19960897,54,8971288
2014,Idaho,Community Facilities,1406892,9,221492
2014,Idaho,Multifamily Housing,16686071,211,5694607
2014,Idaho,Single Family Housing,228379226,1616,31071486
2014,Idaho,Telecommunications Programs,347024,2,0
2014,Idaho,Water and Environmental,9521609,25,1570000
2014,Illinois,Business Programs,21793049,49,2156900
2014,Illinois,Community Facilities,13417898,31,2635009
2014,Illinois,Electric Programs,25965000,2,0
2014,Illinois,Multifamily Housing,27242921,601,2651486
2014,Illinois,Single Family Housing,387565304,4545,19800039
2014,Illinois,Telecommunications Programs,1485313,4,0
2014,Illinois,Water and Environmental,36292699,50,0
2014,Indiana,Business Programs,7057631,49,78653
2014,Indiana,Community Facilities,4521694,10,180404
2014,Indiana,Electric Programs,20056000,3,0
2014,Indiana,Multifamily Housing,22767884,521,3172630
2014,Indiana,Single Family Housing,557641001,5314,34575020
2014,Indiana,Telecommunications Programs,715080,1,0
2014,Indiana,Water and Environmental,57117750,21,0
2014,Iowa,Business Programs,42643397,107,3200000
2014,Iowa,Community Facilities,22770339,54,10000
2014,Iowa,Electric Programs,11438000,2,0
2014,Iowa,Multifamily Housing,21393866,565,1963553
2014,Iowa,Single Family Housing,245944202,2551,13074855
2014,Iowa,Telecommunications Programs,15276959,3,0
2014,Iowa,Water and Environmental,22335288,33,0
2014,Kansas,Business Programs,24930275,77,5332703
2014,Kansas,Community Facilities,9468076,14,0
2014,Kansas,Electric Programs,43947013,4,0
2014,Kansas,Multifamily Housing,11311261,289,1595059
2014,Kansas,Single Family Housing,153465084,1497,12563300
2014,Kansas,Telecommunications Programs,1142989,4,0
2014,Kansas,Water and Environmental,40823546,43,3385000
2014,Kentucky,Business Programs,26728602,58,3335462
2014,Kentucky,Community Facilities,68924639,41,64624220
2014,Kentucky,Electric Programs,102940000,5,0
2014,Kentucky,Multifamily Housing,23513120,361,9755199
2014,Kentucky,Single Family Housing,510341392,4896,45414057
2014,Kentucky,Telecommunications Programs,9444607,2,0
2014,Kentucky,Water and Environmental,74787000,54,10001000
2014,Louisiana,Business Programs,92012367,39,26066827
2014,Louisiana,Community Facilities,17944800,16,228300
2014,Louisiana,Electric Programs,200697000,1,0
2014,Louisiana,Multifamily Housing,42001983,294,18254495
2014,Louisiana,Single Family Housing,710254896,5027,102007633
2014,Louisiana,Telecommunications Programs,2520874,1,0
2014,Louisiana,Water and Environmental,8471914,11,2130502
2014,Maine,Business Programs,19130065,45,0
2014,Maine,Community Facilities,4626716,17,1534524
2014,Maine,Electric Programs,593000,1,0
2014,Maine,Multifamily Housing,32301998,312,4054099
2014,Maine,Single Family Housing,295864417,2202,8515499
2014,Maine,Telecommunications Programs,2532507,7,0
2014,Maine,Water and Environmental,40385590,36,899400
2014,Maryland,Business Programs,10659036,29,5240410
2014,Maryland,Community Facilities,8149429,12,669934
2014,Maryland,Multifamily Housing,22801275,134,10303845
2014,Maryland,Single Family Housing,447937413,2233,22635655
2014,Maryland,Telecommunications Programs,701788,2,0
2014,Maryland,Water and Environmental,31306163,37,12282000
2014,Massachusetts,Business Programs,3008357,28,419
2014,Massachusetts,Community Facilities,3734084,10,152492
2014,Massachusetts,Multifamily Housing,12253213,77,857304
2014,Massachusetts,Single Family Housing,222895252,1115,1710607
2014,Massachusetts,Water and Environmental,15187631,23,0
2014,Michigan,Business Programs,23689898,83,10648105
2014,Michigan,Community Facilities,63989606,75,3678600
2014,Michigan,Electric Programs,7000000,1,0
2014,Michigan,Multifamily Housing,35789651,644,8507327
2014,Michigan,Single Family Housing,737061635,6927,37633536
2014,Michigan,Telecommunications Programs,505883,3,0
2014,Michigan,Water and Environmental,52491794,52,5029000
2014,Minnesota,Business Programs,26379566,73,6245234
2014,Minnesota,Community Facilities,103225388,37,25520087
2014,Minnesota,Electric Programs,62998000,5,0
2014,Minnesota,Multifamily Housing,19765539,472,3442671
2014,Minnesota,Single Family Housing,512753942,4112,34795689
2014,Minnesota,Telecommunications Programs,6872641,8,0
2014,Minnesota,Water and Environmental,64842543,51,6410000
2014,Mississippi,Business Programs,26250159,39,20575679
2014,Mississippi,Community Facilities,5200058,46,4785258
2014,Mississippi,Electric Programs,54268479,1,0
2014,Mississippi,Multifamily Housing,42804035,355,31249365
2014,Mississippi,Single Family Housing,350398842,3201,70949754
2014,Mississippi,Telecommunications Programs,1561619,4,0
2014,Mississippi,Water and Environmental,20812382,23,11453523
2014,Missouri,Business Programs,38721587,92,5813862
2014,Missouri,Community Facilities,8201321,58,564651
2014,Missouri,Electric Programs,37088000,5,0
2014,Missouri,Multifamily Housing,23145619,939,6343059
2014,Missouri,Single Family Housing,593502356,5732,73756592
2014,Missouri,Telecommunications Programs,8279703,5,0
2014,Missouri,Water and Environmental,26274316,50,4009500
2014,Montana,Business Programs,9495631,26,887156
2014,Montana,Community Facilities,3514829,11,870510
2014,Montana,Electric Programs,16166000,1,0
2014,Montana,Multifamily Housing,6026547,165,744660
2014,Montana,Single Family Housing,215770209,1327,7871134
2014,Montana,Telecommunications Programs,286650,1,0
2014,Montana,Water and Environmental,27675224,28,2870641
2014,Nebraska,Business Programs,10813047,46,544775
2014,Nebraska,Community Facilities,49115246,20,0
2014,Nebraska,Multifamily Housing,7099697,219,795144
2014,Nebraska,Single Family Housing,105411968,1113,10209923
2014,Nebraska,Telecommunications Programs,1842557,7,0
2014,Nebraska,Water and Environmental,7860827,18,1135953
2014,Nevada,Business Programs,12590873,23,49098
2014,Nevada,Community Facilities,6424888,14,2651300
2014,Nevada,Multifamily Housing,9005578,61,4755936
2014,Nevada,Single Family Housing,133662650,805,13341947
2014,Nevada,Telecommunications Programs,50268,1,0
2014,Nevada,Water and Environmental,377500,4,30000
2014,New Hampshire,Business Programs,6991739,23,0
2014,New Hampshire,Community Facilities,1910599,13,0
2014,New Hampshire,Multifamily Housing,13359286,107,0
2014,New Hampshire,Single Family Housing,155068628,1004,730324
2014,New Hampshire,Telecommunications Programs,752665,3,0
2014,New Hampshire,Water and Environmental,7976664,15,0
2014,New Jersey,Business Programs,1815534,10,1506525
2014,New Jersey,Community Facilities,581800,7,43300
2014,New Jersey,Multifamily Housing,23833886,104,3537408
2014,New Jersey,Single Family Housing,227552525,1316,14772332
2014,New Jersey,Water and Environmental,12977507,18,60000
2014,New Mexico,Business Programs,14047682,15,13883779
2014,New Mexico,Community Facilities,1731273,11,299416
